CarlosLINAREZ,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+2,Lap-7-Place-0,Lap-8-Place-+4,Lap-9-Place-0,Lap-10-Place-+2,Lap-11-Place-0,Lap-12-Place-+2,Lap-13-Place-+2,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-+1
PawelBRYLOWSKI,Lap-2-Place--2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+2,Lap-11-Place-+1,Lap-12-Place-+2,Lap-13-Place-+2,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
NikiasARNDT,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place--2,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
DominiqueCORNU,Lap-2-Place-0,Lap-3-Place-+5,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JulienMORICE,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--2,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
BerikKUPESHOV,Lap-2-Place--2,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place--2,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
VladimirTUYCHIEV,Lap-2-Place--3,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--2,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-0
ClaudioIMHOF,Lap-2-Place--2,Lap-3-Place--1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-+2,Lap-15-Place-0,Lap-16-Place-0
GeraintTHOMAS,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place--2,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
StefanSCHAEFER,Lap-2-Place-+3,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place--1,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
CasperFOLSACH,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place-+1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-+2,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
LeviHEIMANS,Lap-2-Place--2,Lap-3-Place--3,Lap-4-Place--1,Lap-5-Place--1,Lap-6-Place-+1,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+2,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--2
EdisonBRAVO,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-+1
SebastianMORA,Lap-2-Place-+1,Lap-3-Place-+3,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--2,Lap-13-Place--1,Lap-14-Place--2,Lap-15-Place-0,Lap-16-Place-0
DiasOMIRZAKOV,Lap-2-Place--5,Lap-3-Place--4,Lap-4-Place--3,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--2,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place-+1
IngmarDE,Lap-2-Place-+1,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+2,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place--1,Lap-13-Place-0,Lap-14-Place-+2,Lap-15-Place-+1,Lap-16-Place-+2
WestleyGOUGH,Lap-2-Place-+4,Lap-3-Place-+5,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
SunjaeJANG,Lap-2-Place--7,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-+2,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place--1
TimVELDT,Lap-2-Place--1,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place--3,Lap-6-Place--1,Lap-7-Place--1,Lap-8-Place--2,Lap-9-Place--2,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place--2
KevinLABEQUE,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place--1,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
ValeryKAYKOV,Lap-2-Place-+3,Lap-3-Place--1,Lap-4-Place--1,Lap-5-Place-+3,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
LokCHEUNG,Lap-2-Place--5,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
RohanDENNIS,Lap-2-Place-0,Lap-3-Place--2,Lap-4-Place--1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
DominiqueCORNU,Lap-2-Place-+3,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--3,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
JackBOBRIDGE,Lap-2-Place-+2,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
MichaelHEPBURN,Lap-2-Place-+6,Lap-3-Place-0,Lap-4-Place-+2,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
MartynIRVINE,Lap-2-Place--3,Lap-3-Place-+1,Lap-4-Place-+2,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-0
CesarAYALA,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
OleksandrLOBOV,Lap-2-Place--1,Lap-3-Place-+1,Lap-4-Place-+2,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place--1,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--1
RoyEEFTING,Lap-2-Place--3,Lap-3-Place--2,Lap-4-Place--3,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+2,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
JonathanMOULD,Lap-2-Place--3,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place--2,Lap-16-Place-+1
FrankPASCHE,Lap-2-Place-+2,Lap-3-Place--2,Lap-4-Place--3,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-+1,Lap-16-Place-+1
LokCHEUNG,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+2,Lap-8-Place-+1,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
OndrejVENDOLSKY,Lap-2-Place--3,Lap-3-Place-+2,Lap-4-Place-+1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
SergeySHILOV,Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place-0
ManuelCAZZARO,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-+2,Lap-16-Place-0
ManuelBRICENO,Lap-2-Place-+1,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place--2,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
DylanKENNETT,Lap-2-Place--2,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place-+1,Lap-16-Place-0
AndrewTENNANT,Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place--2,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
NormanHANSEN,Lap-2-Place-+9,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
AliaksandrLISOUSKI,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place--1
ThomasBOUDAT,Lap-2-Place--1,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-+2,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+1
GijsVAN,Lap-2-Place--4,Lap-3-Place-+1,Lap-4-Place--1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--2,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-0
MaximilianBEYER,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place--1,Lap-6-Place--1,Lap-7-Place--3,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place--2,Lap-15-Place-0,Lap-16-Place--1
AlexanderSEROV,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--3,Lap-16-Place-0
JonasRICKAERT,Lap-2-Place-0,Lap-3-Place-+1,Lap-4-Place--2,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place--1,Lap-12-Place--1,Lap-13-Place-+1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
ChristianQUAADE,Lap-2-Place-+3,Lap-3-Place-+4,Lap-4-Place-+2,Lap-5-Place-0,Lap-6-Place-+2,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place--2,Lap-15-Place-0,Lap-16-Place-0
StefanKUENG,Lap-2-Place-+3,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-+2,Lap-6-Place-+1,Lap-7-Place-0,Lap-8-Place-+2,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-+1,Lap-15-Place-+2,Lap-16-Place-+1
IgnatMALEI,Lap-2-Place--5,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place--2,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
RomanFURST,Lap-2-Place--3,Lap-3-Place--3,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place--3,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
IvanSAVITSKIY,Lap-2-Place-+5,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place--1,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--3,Lap-15-Place-+1,Lap-16-Place-0
ThomasBOUDAT,Lap-2-Place-+2,Lap-3-Place-0,Lap-4-Place--1,Lap-5-Place-0,Lap-6-Place-+1,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place--1,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
MarcoCOLEDAN,Lap-2-Place--2,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--2,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-+1,Lap-15-Place-0,Lap-16-Place-0
SebastianMORA,Lap-2-Place--2,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-+1,Lap-10-Place-+1,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place--2,Lap-15-Place-0,Lap-16-Place-0
KerstenTHIELE,Lap-2-Place--3,Lap-3-Place--4,Lap-4-Place--1,Lap-5-Place--2,Lap-6-Place-0,Lap-7-Place-+2,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-+1,Lap-14-Place-+3,Lap-15-Place--1,Lap-16-Place--1
DionBEUKEBOOM,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-+1,Lap-5-Place-+1,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place--3
MaximilianBEYER,Lap-2-Place-0,Lap-3-Place-0,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--3,Lap-10-Place--2,Lap-11-Place--3,Lap-12-Place--1,Lap-13-Place-0,Lap-14-Place--3,Lap-15-Place--1,Lap-16-Place-0
DiasOMIRZAKOV,Lap-2-Place-0,Lap-3-Place--2,Lap-4-Place--2,Lap-5-Place--2,Lap-6-Place--2,Lap-7-Place--1,Lap-8-Place--1,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+2
VladimirTUYCHIEV,Lap-2-Place--5,Lap-3-Place--4,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-+1,Lap-9-Place-0,Lap-10-Place-+1,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
OndrejVENDOLSKY,Lap-2-Place--2,Lap-3-Place-+3,Lap-4-Place-+2,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place-0,Lap-10-Place--1,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-+3
JenningHUIZENGA,Lap-2-Place--3,Lap-3-Place--2,Lap-4-Place-0,Lap-5-Place-+2,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place-+1,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place--1,Lap-16-Place-0
AlexanderMORGAN,Lap-2-Place-0,Lap-3-Place-+5,Lap-4-Place-+2,Lap-5-Place--1,Lap-6-Place-0,Lap-7-Place--1,Lap-8-Place--2,Lap-9-Place-0,Lap-10-Place-0,Lap-11-Place-+1,Lap-12-Place-0,Lap-13-Place--1,Lap-14-Place-+3,Lap-15-Place-+2,Lap-16-Place--1
StevenBURKE,Lap-2-Place-+1,Lap-3-Place--2,Lap-4-Place--2,Lap-5-Place-0,Lap-6-Place--1,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place--1,Lap-10-Place--1,Lap-11-Place--1,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place--1,Lap-15-Place-0,Lap-16-Place-0
MichaelHEPBURN,Lap-2-Place-+4,Lap-3-Place-+2,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-0,Lap-8-Place-0,Lap-9-Place-+1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-0,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
DominiqueCORNU,Lap-2-Place-+4,Lap-3-Place-+1,Lap-4-Place-0,Lap-5-Place-0,Lap-6-Place-0,Lap-7-Place-+1,Lap-8-Place-+1,Lap-9-Place--1,Lap-10-Place-0,Lap-11-Place-0,Lap-12-Place-+1,Lap-13-Place-0,Lap-14-Place-0,Lap-15-Place-0,Lap-16-Place-0
